@relation R_data_frame

@attribute ID string
@attribute Tweet string
@attribute Affect_Dimension string
@attribute Intensity_Class {0,1,2,3}
@attribute mpqa-posCount numeric
@attribute mpqa-negCount numeric
@attribute BingLiu-posCount numeric
@attribute BingLiu-negCount numeric
@attribute AFINN-posScore numeric
@attribute AFINN-negScore numeric
@attribute S140-posScore numeric
@attribute S140-negScore numeric
@attribute NRC-Hash-Sent-posScore numeric
@attribute NRC-Hash-Sent-negScore numeric
@attribute NRC-10-anger numeric
@attribute NRC-10-anticipation numeric
@attribute NRC-10-disgust numeric
@attribute NRC-10-fear numeric
@attribute NRC-10-joy numeric
@attribute NRC-10-sadness numeric
@attribute NRC-10-surprise numeric
@attribute NRC-10-trust numeric
@attribute NRC-10-negative numeric
@attribute NRC-10-positive numeric
@attribute NRC-10-Expanded-anger numeric
@attribute NRC-10-Expanded-anticipation numeric
@attribute NRC-10-Expanded-disgust numeric
@attribute NRC-10-Expanded-fear numeric
@attribute NRC-10-Expanded-joy numeric
@attribute NRC-10-Expanded-sadness numeric
@attribute NRC-10-Expanded-surprise numeric
@attribute NRC-10-Expanded-trust numeric
@attribute NRC-10-Expanded-negative numeric
@attribute NRC-10-Expanded-positive numeric
@attribute NRC-Hash-Emo-anger numeric
@attribute NRC-Hash-Emo-anticipation numeric
@attribute NRC-Hash-Emo-disgust numeric
@attribute NRC-Hash-Emo-fear numeric
@attribute NRC-Hash-Emo-joy numeric
@attribute NRC-Hash-Emo-sadness numeric
@attribute NRC-Hash-Emo-surprise numeric
@attribute NRC-Hash-Emo-trust numeric
@attribute SentiWordnet-posScore numeric
@attribute SentiWordnet-negScore numeric
@attribute Emoticons-posScore numeric
@attribute Emoticons-negScore numeric
@attribute Negation-negationCount numeric
@attribute neg_anger numeric
@attribute neg_disgust numeric
@attribute neg_fear numeric
@attribute neg_joy numeric
@attribute neg_sadness numeric
@attribute neg_surprise numeric
@attribute neg_trust numeric
@attribute neg_anticipation numeric
@attribute class_anger_binary {0,1}
@attribute class_anger_trinary {0,1,2}

@data
2018-En-00982,'@freemanstanzan2 you\"re a cowan... that means you\"re a slimebag. I wouldn\"t trust you as far as I could throw you. #arsehole @StuartHarker1',anger,3,1,1,1,0,1,0,6.993,-2.158,1.268,-5.826,0,0,0,0,0,0,0,1,0,0,1.156738,1.146962,1.153529,1.364673,1.143883,0.668514,0.633291,1.825013,6.074301,4.02933,1.671899,0,1.745817,0,0.428769,0.019891,0.331988,2.98721,0.705655,-0.555303,0,0,0,0,0,0,0,0,0,1,0,1,2
2018-En-04328,'Holding on to anger is like drinking poison and expecting the other person to die.\n#KissablesLoveSMShopmag\nAllOutDenimFor KISSMARC',anger,0,1,2,1,3,2,-8,0.662,-2.239,1.739,-2.27,2,1,1,2,0,2,0,0,4,0,0.657653,0.283094,0.789384,0.798514,0.15838,0.280884,0.144917,0.319674,2.39495,0.886859,1.974482,1.299332,1.67455,0.185446,0.059222,0.336291,0.692736,0.109113,0.810417,-1.63125,0,0,0,2,1,2,0,2,0,0,1,0,0
2018-En-00697,'@Brennan_PB Backs up what I always thought ... yer all as mad as each other Ã°Å¸Ëœâ€š',anger,0,0,1,0,1,1,-3,1.836,-1.727,0.145,-3.26,1,1,1,1,0,1,0,0,1,0,0.833697,0.57833,0.501799,0.650781,0.486783,0.327145,0.411959,0.660629,2.945453,1.387221,1.863462,0.604137,0.602424,0.278803,0,0.003939,0.54353,0.372212,0.641369,-0.725,0,0,0,1,1,1,0,1,0,0,1,0,0
2018-En-02524,'1/If the Church is being attacked with such fury, and from the inside, that means that the Church is exactly what we need to belong to!',anger,0,0,1,0,1,0,-1,3.768,-3.957,3.415,-2.443,1,2,0,1,2,1,0,2,1,2,1.944574,0.945116,1.975543,1.966016,0.860746,1.008666,0.644076,1.177236,5.957195,2.754896,1.727156,1.803075,1.249858,0.854098,2.232383,0.044187,0.318531,0.873153,0.40625,-0.38125,0,0,0,1,0,1,2,1,0,2,2,0,0
2018-En-02703,'Don\"t let hatred grow in you, otherwise everything in your life will be affected. It will distract &amp; anger you. It will often end in regret.',anger,0,3,4,0,4,0,-11,4.812,-4.483,1.88,-8.664,2,1,1,1,1,2,0,2,4,2,1.178875,1.569114,0.808315,1.254235,1.058443,1.057149,0.668026,1.892718,5.002958,3.865775,3.004789,0.684074,1.717166,0.554009,0.799637,0.956639,1.290442,3.508664,0.75119,-1.464583,0,0,0,2,1,1,1,2,0,2,1,0,0
2018-En-03733,'Oh @BentleySystems what hast thou done to thy configurations? #despair',anger,2,0,0,0,0,0,0,1.684,-1.045,1.26,-2.691,0,0,0,0,0,0,0,0,0,0,0.514514,0.479054,0.441622,0.590147,0.378019,0.292077,0.317066,0.561457,2.184455,1.564406,0.266765,0.220347,0.077445,0.225223,0.98189,2.370691,0.597597,0.504325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2018-En-00728,'since the last episode of fight for my way is airing tonight &amp; taekook will probably watch it together, do y\"all think jk might take revenge',anger,0,2,2,0,1,0,-3,3.319,-2.896,3.468,-5.293,2,2,0,3,0,0,1,0,2,0,1.58181,1.485534,0.894801,1.265901,0.879825,0.542619,0.779688,1.094847,4.698728,2.613501,0.763818,1.699181,0.229598,0.769458,0.101836,1.314222,0.873362,0.851322,1.096509,-0.649412,0,0,0,2,0,3,0,0,1,0,2,0,0
2018-En-02475,'And I will eat the end of term chocolates we bought as well! #fuming #doesntdeservethem #mightbedead',anger,1,2,0,1,0,0,0,2.538,-0.841,3.043,-3.102,0,0,0,0,0,0,0,0,0,1,0.405908,0.781303,0.388571,0.429467,0.678613,0.197822,0.233449,0.610719,1.65233,1.818703,1.275765,0.289305,1.129795,0.447293,1.265859,0.114996,0.426586,0.670859,1.651719,-0.1875,0,0,0,0,0,0,0,0,0,0,0,0,2
2018-En-02599,'Look upon mine #affliction &amp; my Ã¢â‚¬â€¹Ã¢â‚¬â€¹Ã¢â‚¬â€¹#painÃ¢â‚¬â€¹; &amp; forgive all my sins. -Ps 25:18',anger,0,1,0,0,0,1,-2,2.229,-1.164,1.946,-4.017,0,0,0,0,0,0,0,0,0,1,0.630969,0.554273,0.353556,0.641638,0.553686,0.479006,0.324741,0.719922,2.126001,1.407,0.790137,0.002334,0.22441,0.371503,0.435112,1.693094,0.081258,1.629325,0.5,-0.082134,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-En-04243,'Good morning and happy Tuesday! I hope you have a terrific day! Enjoy it tons Ã°Å¸ËœÆ’',anger,0,5,0,4,0,14,0,7.648,-0.669,9.569,-1.107,0,4,0,0,4,1,2,4,0,4,0.306603,0.708466,0.374277,0.319002,0.828596,0.181746,0.418565,0.541089,1.62753,1.894133,0.098167,0.443542,0.088796,1.060334,4.194275,0.148301,0.820367,0.166457,4.564348,-0.291667,0,0,0,0,0,0,4,1,2,4,4,0,0
2018-En-04123,'Very high bond for unrelated offense.  Cops and FBI are digging on a property. Me fears this doesn\"t end well for families',anger,0,1,1,1,1,0,-2,3.275,-4.579,3.561,-6.505,1,0,1,1,0,1,0,0,1,0,1.641831,1.173483,1.110124,2.681004,0.975315,1.014758,0.58314,1.349521,5.273324,3.200012,0.863736,2.31562,2.274605,2.857883,0.175854,1.656591,1.06814,0.568864,2.598445,-0.166667,0,0,0,1,1,1,0,1,0,0,0,0,0
2018-En-02070,'I click on download on my PC. Message says \"Thank you for downloading #iTunes \nSo, where\"s the download?! #frustrated ',anger,3,1,0,1,0,2,0,5.804,-2.835,2.717,-5.099,0,0,0,0,0,0,0,0,0,0,1.436558,1.242937,0.903481,1.314488,1.530886,0.550908,0.581103,1.671325,4.785854,3.32771,4.194278,0.817697,0.09094,0.308309,0.864444,0.195223,1.130935,0.166457,0.098958,-0.125,0,0,0,0,0,0,0,0,0,0,0,1,2
2018-En-02032,'Chyna didnt respond to rob cus she knew damn well she was plottin. But i knew he hurt her deeply with that revenge porn',anger,0,1,3,1,3,0,-8,1.478,-8.07,1.189,-8.297,4,1,3,3,0,2,1,0,5,0,1.072111,0.698977,0.990698,0.954463,0.583968,0.822876,0.474204,1.128773,4.023438,2.248599,1.446433,0.925024,2.497006,0.113674,1.242867,1.905123,2.083632,1.175295,1.612136,-3.027679,0,0,1,-4,-3,-3,-0,-2,-1,-0,-1,0,0
2018-En-03406,'Letting go of anger is key to happiness. Please help me let go of these angry feelings. #happiness #anger',anger,0,3,2,1,2,6,-6,1.292,-4.245,5.291,-4.914,2,1,1,0,1,0,0,0,2,1,1.290952,1.040339,0.495763,0.851296,0.843326,0.770042,0.377148,1.286682,3.614609,2.250603,4.541042,0,0.329995,0.710257,4.290351,0.689616,0.00592,2.028364,1.632302,-0.645833,0,0,0,2,1,0,1,0,0,0,1,0,0
2018-En-00162,'@mickyrivera29 interesting but a transfer too costly. You can only irritate others when you get a top talent for a low/ avg fee',anger,2,3,3,3,2,6,-5,4.721,-4.827,1.277,-9.136,1,1,0,0,0,0,0,1,1,3,1.310604,1.064627,0.835641,1.048016,0.900358,0.727079,0.594064,1.186807,4.162977,3.082182,2.389419,2.688374,0.510215,0.684553,0.367267,0.33021,1.401532,1.478336,0.694923,-0.285714,0,0,0,1,0,0,0,0,0,1,1,1,1
2018-En-00142,'+ cant get to tell them what will offend them or not',anger,0,1,1,0,1,0,-2,1.208,-2.073,1.318,-6.211,1,0,1,0,0,0,0,0,1,0,0.874253,0.633504,0.480313,0.679146,0.324811,0.47563,0.413947,0.594218,2.806028,1.110452,1.208608,0.478555,0.331603,0.488081,0,0,0,0.519566,0.176074,-0.65,0,0,2,-2,-2,-0,-0,-0,-0,-0,-0,0,0
2018-En-00332,'@IainDale @LBC The only word worse than \"moist\" in my opinion is \"scrape\". #ugh #shudder',anger,2,0,1,0,1,0,-3,4.675,-3.246,0.662,-9.569,0,0,0,1,0,1,0,1,1,1,1.068509,0.369692,1.199457,1.175171,0.332015,0.386535,0.334243,0.705896,4.461991,1.223811,1.427597,0.290337,3.664499,0.063628,0,0.105699,0.031341,0.421944,0,-0.966833,0,0,0,0,0,1,0,1,0,1,0,1,1
2018-En-03024,'@AChubbyPanda *He would growl softly and licks his lips.* \"if I need to prove myself, I think we might need to go somewhere private.\"',anger,0,1,1,0,1,0,0,4.287,-3.378,2.968,-5.548,1,0,0,1,0,0,0,0,1,1,1.614068,1.400118,0.969974,1.586509,0.850275,0.665702,0.707736,1.363017,6.152667,3.089118,2.18852,0.162296,2.080489,0.665061,1.762819,0.024296,0.480187,1.338552,0.564978,-1.0875,0,0,0,1,0,1,0,0,0,0,0,0,0
2018-En-01821,'Won\"t be watching ESPN anymore, they took Robert Lee off because of HIS name, PC Police, what insanity! more #hatred #bigots #LeftwingNutJob',anger,3,0,1,1,1,3,-2,4.964,-3.957,3.775,-10.266,1,0,1,2,0,1,0,1,1,1,1.392216,0.921797,0.746655,1.099849,0.916911,0.78743,0.562614,1.480483,4.476901,2.881933,2.902659,2.965289,1.536093,0.704342,0.651213,1.249523,1.201896,0.00966,0.320833,-1.310417,0,0,0,1,1,2,0,1,0,1,0,1,2
2018-En-00515,'Also my 80s megamix ain\"t so mega tonight ',anger,0,0,0,0,0,0,0,6.643,-1.369,1.729,-1.539,0,0,0,0,0,0,0,0,0,0,0.573272,0.539685,0.273965,0.534438,0.538734,0.240188,0.394437,0.436179,1.855739,1.14714,0.533981,0.342376,0,0.596506,0.082539,0.313049,0.189032,0.753087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-En-04103,'@Jack_Septic_Eye Grass growing simulator is offended',anger,1,0,0,0,0,1,-2,0.049,-0.477,1.503,-1.488,1,0,0,0,0,1,0,0,1,0,0.145322,0.322029,0.048467,0.147734,0.212276,0.049208,0.154715,0.275873,0.496345,0.56263,0.077523,0.136122,0.814897,0.03658,0.41653,0.635904,0.00592,0.891728,0,-0.160714,0,0,0,1,0,0,0,1,0,0,0,0,2
2018-En-03658,'That was absolutely the two worst National Anthem singers I\"ve ever heard, both of them screwed up the words #awful',anger,3,0,1,0,2,0,-5,4.998,-4.679,1.397,-10.136,2,0,0,0,0,0,0,0,2,0,1.408119,0.576601,1.808734,1.468615,0.819782,1.050133,0.564555,0.789976,5.026202,2.326877,1.196312,1.59624,2.776555,0.279548,0,0.428823,2.019186,0,0.745536,-1.660417,0,0,0,2,0,0,0,0,0,0,0,1,2
2018-En-01027,'@JohnMayer No DSM shows. #sadness',anger,1,0,0,0,0,0,-1,0,-1.525,0,-2.574,0,0,0,0,0,0,0,0,0,0,0.287733,0.238517,0.358708,0.200858,0.146644,0.201179,0.125887,0.309528,1.335614,0.552159,0.034286,0,0.071832,0,0,2.43029,0.197228,0,0,-0.385417,0,0,1,-0,-0,-0,-0,-0,-0,-0,-0,0,2
2018-En-02434,'@ScottAdamsSays broke it down on #snap great analysis on #CNBC',anger,0,1,2,1,1,3,-1,1.271,-2.35,1.848,-0.216,0,0,0,1,0,1,0,0,1,0,0.421913,0.469246,0.169878,0.306647,0.861809,0.107509,0.329171,0.620977,1.416849,1.331133,0.529643,0.52268,0,0.13769,0.836466,0.829603,0.700177,0,0.539583,-0.297123,0,0,0,0,0,1,0,1,0,0,0,0,0
2018-En-04082,'Leviticus 19:14\nYou shall not curse the #deaf or put a stumbling #block before the #blind, but you shall #fear your #God: I am the [1/2]',anger,0,0,1,0,1,0,-1,5.745,-3.782,6.704,-11.111,1,0,1,1,0,1,0,0,1,0,1.281396,1.305356,1.169167,1.233261,0.992653,0.727442,0.420958,1.64818,5.027346,3.570144,0.863679,0.832086,0.485247,3.291009,2.095779,0.117649,0,2.913634,0.013889,-1.239583,0,0,1,-1,-1,-1,-0,-1,-0,-0,-0,0,0
2018-En-02083,'Seriously about to smack someone in the face Ã°Å¸ËœÂµ #arsehole',anger,3,0,2,0,1,0,0,0.379,-1.565,0.353,-2.448,1,0,0,0,0,0,0,0,1,0,0.54133,0.206257,0.517643,0.562106,0.079454,0.225603,0.095586,0.290932,1.795787,0.643389,2.769093,0.169779,1.519969,0,0,0,0,0,0.166667,-0.458333,0,0,0,1,0,0,0,0,0,0,0,1,2
2018-En-02180,'Just paid out my arsehole for a couple of New Found Glory tickets but it\"s gonna be a GREAT start to my birthday weekend Ã°Å¸â€˜Å ',anger,0,3,0,2,0,5,-4,5.529,-3.165,7.618,-1.775,0,3,0,0,3,0,1,2,0,3,1.34041,1.4792,1.188507,1.321292,1.562512,0.594314,0.890924,1.36089,4.80928,3.562118,1.203272,1.648351,0,1.399109,3.564539,0.318688,1.207826,0.403924,2.199405,-1.007678,0,0,0,0,0,0,3,0,1,2,3,0,0
2018-En-03803,'@UNESCO Remember not to spread #hatred and #fakenews on the internet. Do not abuse #Hashtag10 for spreading #ArabNationalism!',anger,2,0,1,0,1,0,-3,3.698,-3.231,1.32,-9.507,1,0,1,1,0,1,0,0,1,0,0.879519,0.734766,0.658819,0.835045,0.678244,0.512131,0.348778,0.652591,3.216357,2.138058,2.116348,0.061206,1.56098,0.096719,1.262146,0.26452,0.450211,0.935729,0.347321,-1.713301,0,0,2,-2,-2,-2,-0,-2,-0,-0,-0,1,1
2018-En-00062,'#LoiuseLinton has become the female #MartinShkreli. Most hated woman in America. That takes some skill. #entitlement  #notcute',anger,2,1,0,1,1,0,-3,1.97,-1.76,0.813,-6.586,0,0,0,0,0,0,0,0,0,1,0.901557,0.439588,1.106282,0.704253,0.335201,0.598767,0.257543,0.497413,3.105715,1.338642,0.64041,0.428985,4.130006,0,0,0.136435,0.666866,1.846595,0.360417,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2018-En-00747,'5,000 new US #citizens swearing in now! #tears #congratulations',anger,0,0,0,0,0,0,-2,2.592,-0.251,3.95,-0.917,0,0,0,0,0,0,0,0,0,0,0.201477,0.453545,0.092831,0.200267,0.431952,0.075344,0.158629,0.50852,0.465924,1.327436,0.463261,0.56704,0.637061,0,0.665247,1.517213,0.866213,0.226777,0.202381,-0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-En-00120,'@junkersquawker Oh lords. That would have had my blood boiling',anger,2,0,2,0,1,0,0,0.329,-2.07,1.113,-0.986,0,0,0,0,0,0,0,0,0,0,0.484207,0.412909,0.463037,0.368335,0.305672,0.256527,0.357862,0.372689,2.005171,0.916431,1.176647,0,0.460355,0.536352,0.915521,0,0.222932,0,0.058469,-0.25,0,0,0,0,0,0,0,0,0,0,0,1,1
2018-En-01502,'@Activehours I need someone to reply back to me immediately. I am not happy and not getting timely responses through the app! #help ',anger,3,3,0,2,0,3,0,2.908,-5.591,1.887,-9.371,0,2,0,0,1,0,0,1,1,3,1.133347,1.09876,0.946364,1.173128,0.614946,0.876766,0.463373,0.946126,5.315503,2.343716,2.556162,0,0.582537,1.779301,1.306992,0.105596,0.347169,0,1.14375,-1.366667,0,0,2,-0,-0,-0,-2,-0,-0,-2,-4,1,2
2018-En-02975,'@SteveBakerHW When it comes to CREDIBLE scare stories George Osbourne is crap, still at it I see.',anger,2,1,1,1,2,0,-5,2.051,-3.552,1.143,-4.511,1,1,1,1,0,0,1,1,2,1,0.848147,0.85888,0.478977,0.795136,0.748657,0.397484,0.713742,1.126133,3.110306,2.109231,0.728099,1.18187,0.261604,1.536194,0,0,0.182458,0,0.80744,-1.051488,0,0,0,1,1,1,0,0,1,1,1,1,1
2018-En-00076,'@1ncamera @Weehugs @DavidYoungPA @PA Stupidity is part of their proud cultural identity. Ã°Å¸ËœÂ ',anger,3,1,1,1,1,2,-3,2.922,-0.698,1.259,-2.578,0,1,0,0,1,0,0,1,1,1,0.592005,0.406595,0.288044,0.352208,0.425918,0.151084,0.335551,0.655033,1.727294,1.483889,0.488539,0.685429,1.64084,0,0.540746,0.232708,0.799481,1.816376,0.4125,-0.354167,0,0,0,0,0,0,1,0,0,1,1,1,2
2018-En-02341,'People were always afraid that stodgy squares would kill rock and roll, but the only legitimate threat was ever child choruses.',anger,0,1,4,0,4,0,-7,2.874,-3.777,2.285,-4.796,1,1,0,3,1,1,0,0,3,2,0.670943,0.479316,0.838443,0.730021,0.428633,0.392473,0.429281,0.839782,2.8358,1.888478,1.165279,1.339462,1.992854,2.324402,0.128848,0.276841,1.484471,0.52939,0.086458,-1.674851,0,0,0,1,0,3,1,1,0,0,1,0,0
2018-En-03715,'#Rage and #disappointment man.... Is that life or what? Lol',anger,2,0,0,0,0,3,0,1.161,-0.535,0.537,-8.328,0,0,0,0,0,0,0,0,0,0,0.555578,0.223564,0.877943,0.618712,0.119333,0.235459,0.180125,0.227974,2.581004,0.47653,1.834165,0.433022,0.624594,0.044539,0.589349,1.063129,0.253235,0.371247,0.042857,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2018-En-03889,'So great havin @SamGowland123 back on our screens Ã°Å¸Ëœ?Ã°Å¸Ëœ? and fingers crossed @MikeThalassitis goes for Georgia Ã°Å¸Â¤Å¾Ã°Å¸Ëœâ€š #revenge #loveisland',anger,0,2,0,1,0,3,0,2.516,-1.27,4.096,-0.608,0,0,0,0,0,0,0,0,0,0,0.582599,0.93268,0.193056,0.399467,1.314554,0.217016,0.4985,1.090874,1.440584,2.670354,1.11496,0.417176,0.252919,2.49487,1.178617,0.094184,1.362804,0.245606,0.804167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-En-02573,'@praddy06 sir.. will we have the need for umbrella today evening.. sun seems to be stronger to pave way for clouds.. Ã°Å¸ËœÅ¸',anger,0,1,0,1,0,2,0,3.248,-2.802,9.678,-1.209,0,1,0,0,1,0,1,2,0,2,0.680937,1.350324,0.394254,0.668594,0.73699,0.315914,0.525016,1.306769,2.70829,3.173096,0.638856,1.041888,0,1.022451,2.423492,2.700435,0.461064,1.889842,0.413583,-0.095833,0,0,0,0,0,0,1,0,1,2,1,0,0
2018-En-03107,'Why are girls so bad at letting shit go? That\"s prolly why they\"re moody. They\"re all built up with grudges and anger and regret. Ã°Å¸Ëœâ€š',anger,2,0,5,0,6,0,-13,4.408,-8.349,2.042,-12.399,4,0,2,1,0,3,0,0,5,0,1.942617,1.017885,1.459189,1.794212,0.779694,0.951514,0.550618,1.269295,6.698238,2.488589,4.717642,0.174844,3.359014,0.187281,0.135844,0.627497,0.338203,1.542273,0.780536,-3.92633,0,0,0,4,2,1,0,3,0,0,0,1,1
2018-En-03275,'#Worry never robs tomorrow of its #sorrow; it only saps today of its #strength - A. J. Crown #faith #positive #motivation',anger,0,0,0,0,0,0,-2,1.323,-2.141,15.658,-2.432,0,1,0,0,0,0,0,0,0,0,1.029607,0.746079,0.791957,1.036804,0.640938,0.981454,0.505685,0.879212,4.511932,1.789184,0.024281,0.648729,0.218885,2.708442,5.45184,2.961794,0.566858,5.176317,0.1875,-0.520833,0,0,1,-0,-0,-0,-0,-0,-0,-0,-1,0,0
2018-En-02316,'today i feel like an exposed wire dangerously close to another exposed wire and any provocation will fry me',anger,2,2,4,1,1,2,-4,0.881,-4.219,4.802,-4.354,1,0,0,0,0,0,0,0,3,0,0.635681,0.574777,0.740829,0.824312,0.316496,0.5241,0.213787,0.56501,3.016307,1.248511,0.910011,0.957988,2.211456,4.821219,0.636175,0.65052,0.434433,0.519566,1.692868,-1.625,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-En-00256,'@rosieblossoms_ What a miserable piece of shit Ã°Å¸ËœÂ¡',anger,3,0,1,0,2,0,-7,0.335,-2.698,0.272,-1.795,2,0,2,0,0,1,0,0,2,0,0.302202,0.167665,0.28153,0.314791,0.158087,0.143704,0.162881,0.250098,1.204826,0.579415,0.682707,0.220347,0.681416,0,0,0.921299,0,0,0.011364,-1.752083,0,0,0,2,2,0,0,1,0,0,0,1,2
2018-En-02922,'@devlinjim @SophieLong01 What about Daniel 7:9? - his throneÃ‚Â was likeÃ‚Â the fiery flame,Ã‚Â andÃ‚Â his wheelsÃ‚Â asÃ‚Â burning fire.',anger,0,2,0,1,1,0,-2,2.168,-1.133,2.019,-2.182,0,0,0,1,0,0,0,0,0,0,1.262478,0.486564,0.905981,1.453266,0.40023,0.610427,0.434319,0.87289,3.813755,1.559578,1.270071,0.629508,0.83896,0.288627,1.034285,0,0.86543,0,0.25,-0.435317,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-En-03916,'Got woken up by a road sweeper I was trying to sleep ',anger,2,0,1,0,0,0,0,0.172,-3.926,2.465,-1.642,0,0,0,0,0,0,0,0,0,0,0.46515,0.30974,0.263157,0.39348,0.192214,0.240632,0.184131,0.291664,2.251541,0.80869,1.502529,0,0,0.548489,0.099135,0,1.242221,0,0.266369,-0.854167,0,0,0,0,0,0,0,0,0,0,0,1,1
2018-En-01239,'maybe me and joey should have ignored each other on tinder and posted it on social media for a trip to Hawaii Ã¢ËœÂ¹Ã¯Â¸? #bitter',anger,2,0,0,0,0,0,-2,3.83,-2.085,3.055,-6.279,0,0,0,0,0,0,1,0,0,0,1.003806,0.952739,0.754292,0.885508,0.690813,0.995435,0.493502,0.954791,3.558221,2.224264,1.53347,1.125288,3.112407,1.116446,1.021009,0.879767,2.247446,0.165,0.141803,-0.678274,0,0,0,0,0,0,0,0,1,0,0,1,1
2018-En-01524,'@NRO @Acosta @CNN @realDonaldTrump remember when NRO gave CNN grief about their relentless HC email crusade? me either.',anger,1,1,2,0,2,0,-3,1.906,-2.347,0.928,-6.757,1,0,0,1,0,1,0,0,2,0,1.324282,0.847641,0.79666,1.044558,0.619336,0.639108,0.701707,1.377955,4.562305,2.232057,0.708804,1.260765,1.22655,1.208921,0,2.127103,0.106338,0.747836,0.322024,-0.6875,0,0,0,1,0,1,0,1,0,0,0,0,2
2018-En-00171,'Ã¯Â»Â¿2|206|When it is said to him, \"Fear Allah\", He is led by arrogance to (more) crime. Enough for him is Hell;-',anger,2,0,4,2,4,0,-9,3.951,-2.704,3.96,-5.802,3,0,1,2,0,1,0,0,4,0,1.137746,0.989421,0.748442,1.337206,0.900427,0.532964,0.494773,2.269604,4.24487,4.409759,0.386772,0.709667,2.145618,2.336609,1.419473,0.364091,0.143582,1.029168,0.1875,-2.08631,0,0,0,3,1,2,0,1,0,0,0,1,1
2018-En-04370,'WAIT...Lawrence\"s friend dragged the fuck outta him!! ',anger,2,1,0,0,2,1,-5,1.722,-2.846,1.696,-1.841,0,1,0,0,1,0,0,1,1,1,1.417508,0.354387,0.911031,1.053625,0.306825,0.578279,0.182101,0.654816,3.417173,1.165864,1.58822,1.483536,0.883584,0.744868,0.352994,0.986796,0.232489,0.198229,0.270833,-0.270833,0,0,0,0,0,0,1,0,0,1,1,1,1
2018-En-02445,'If you are going to be a nurse, learn to be a nice patient person, Jesus Ã°Å¸â„¢Æ’ ',anger,0,2,0,2,0,4,0,3.976,-0.62,1.96,-3.446,0,1,0,0,0,0,0,1,0,3,0.515098,0.983812,0.465443,0.607619,1.32817,0.271719,0.498263,1.471474,2.149073,3.474565,0.386271,0.319421,0.996627,0.383139,1.391487,0,0.273918,1.898021,1.246726,-0.416667,0,0,0,0,0,0,0,0,0,1,1,0,0
2018-En-02116,'Can\"t drink all day if u don\"t start in the morning .. Drake gets me Ã°Å¸Ëœâ€º',anger,0,0,0,0,0,0,0,3.356,-0.964,2.868,-3.555,0,1,0,0,0,0,0,1,0,1,0.883128,0.54413,0.682127,0.911664,0.372551,0.310324,0.302241,0.808172,2.84766,1.460113,0.707245,0.67683,0.782252,0.584182,1.136567,0.148301,0.098958,0.134473,0.602381,-0.069231,0,0,0,0,0,0,0,0,0,1,1,0,0
2018-En-01408,'@3lectric5heep Well that must sting doesn\"t it @CNN ?',anger,0,1,1,1,1,0,0,1.041,-1.108,1.257,-2.572,1,0,0,1,0,0,0,0,1,0,0.676379,0.488987,0.653681,0.688522,0.378883,0.250748,0.37524,0.708028,2.623273,1.562093,0.589758,0,0.180905,0,0,0.008584,0.529576,0,1.820469,-1.685417,0,0,0,1,0,1,0,0,0,0,0,0,0
2018-En-02937,'I have actually watch drugs destroy an entire family Ã°Å¸ËœÂ¢Mother\"s on skid row. Oldest daughter lost her child. Father is estranged. #horrific',anger,2,0,3,0,3,0,-6,1.807,-4.413,1.785,-6.674,2,2,0,2,2,2,0,1,4,2,1.28191,0.727644,0.806322,1.639241,0.829812,0.856485,0.492774,1.252062,4.234787,2.045605,0.393179,1.523124,2.749732,0.133767,1.006867,0.882367,1.600641,0.211601,0.772011,-1.728026,0,0,0,2,0,2,2,2,0,1,2,1,1
2018-En-02744,'If you build up resentment in silence are you really doing anyone any favors',anger,0,0,1,0,1,2,0,4.165,-1.371,2.144,-3.462,1,0,1,0,0,1,0,0,1,1,0.682297,0.836927,0.289522,0.602082,0.756041,0.376414,0.401118,1.078623,1.902625,2.336652,0.82321,0.636536,1.492324,0.068298,1.121153,0.1962,0.81748,1.067857,0.828869,-0.395833,0,0,0,1,1,0,0,1,0,0,0,0,0
2018-En-00014,'Or all of it, with our displeasure pieced, #shakespeare',anger,0,0,1,0,1,0,-2,1.1,-0.022,1.474,-2.626,0,0,1,0,0,0,0,0,1,0,0.469984,0.259857,0.259807,0.326722,0.314877,0.125034,0.195631,0.386967,1.585707,0.861181,0.041358,0.081686,1.581523,0.044539,0.156436,0,0,0.245606,0.375,-0.25,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-En-04352,'#Twitter these days is just a massive critical debate on those that people don\"t like #annoying #depressing and #dull Ã°Å¸Ëœâ€˜',anger,2,2,2,1,1,2,0,6.695,-2.316,1.357,-15.485,0,0,0,0,0,0,0,1,0,2,0.831817,0.537386,1.078364,1.095532,0.303371,0.403978,0.324116,0.779701,3.520771,1.473467,2.08536,0.81488,1.300752,0.558319,1.569918,4.158209,1.078627,0,1.848214,-0.06369,0,0,0,0,0,0,0,0,0,1,0,1,1
